element,id,name,centroid,geometry
way,306649188,FTown,POINT (106.79840797877326 10.850673763993754),"POLYGON ((696531.5218430825 1200161.3784423135, 696712.6229545439 1199990.8155662995, 696662.4938325747 1199937.4748062836, 696474.6872085317 1200101.0179566909, 696531.5218430825 1200161.3784423135))"
way,315265971,Truyền hình An Viên,POINT (106.7028801118667 10.788236035730437),"POLYGON ((686173.7656556172 1193084.1003956182, 686189.4698732537 1193070.5706958256, 686198.9356615476 1193081.4086384752, 686183.2423188069 1193094.9494560466, 686173.7656556172 1193084.1003956182))"
way,316635656,Toà Nhà Citi Plaza,POINT (106.68700044991864 10.76460215001312),"POLYGON ((684451.7286565504 1190499.6175856732, 684498.1874713344 1190484.5527171134, 684476.3817556528 1190418.1952708245, 684429.9228684673 1190433.2601815641, 684451.7286565504 1190499.6175856732))"
way,376923094,Bảo tàng Lực lượng Vũ trang miền Đông Nam Bộ,POINT (106.66582915030254 10.799487091590283),"POLYGON ((682129.6025155443 1194198.0781055973, 682144.552467476 1194244.2532851133, 682192.1469997633 1194358.7127468924, 682227.0724887021 1194349.633528937, 682237.3314812793 1194379.5890065054, 682115.7599306095 1194386.2159083216, 682114.5778760207 1194372.3382124088, 682098.5016483581 1194372.3059217234, 682098.4262258632 1194362.0624639867, 682086.424002354 1194362.9926144436, 682052.7085930535 1194228.2334802088, 682100.8511689736 1194222.0910627956, 682096.8549428926 1194202.8331610656, 682129.6025155443 1194198.0781055973))"
way,377269813,UBND Quận Gò Vấp,POINT (106.66933513654402 10.831953314701277),"POLYGON ((682497.8373068026 1197984.36139026, 682401.3738413443 1197861.3143623616, 682436.6106866912 1197832.6916817564, 682474.1432245988 1197802.2121820517, 682581.1823825833 1197930.9920108048, 682511.999611544 1197992.1157543163, 682503.968080398 1197991.054086432, 682497.8373068026 1197984.36139026))"
way,418907485,The Garden Mall,POINT (106.65633147324893 10.75453015179675),"POLYGON ((681246.1354402337 1189370.4868355321, 681252.6462946531 1189333.510120775, 680981.2507799342 1189283.5077569608, 680974.3215733916 1189316.986784125, 681246.1354402337 1189370.4868355321))"
way,420032392,Trung Đoàn Cảnh sát Cơ động 240,POINT (106.6554735120986 10.735682204892655),"POLYGON ((681100.1422032116 1187289.592205302, 680978.2642346098 1187285.584359853, 680979.5155694836 1187189.2564898643, 681072.9716704019 1187187.857014654, 681075.2718619726 1187250.256288619, 681102.1230356974 1187248.7969759062, 681100.1422032116 1187289.592205302))"
way,420287617,Viện Y tế Công cộng TP.HCM,POINT (106.67758797478422 10.748815718770679),"POLYGON ((683611.4786481012 1188827.4619917374, 683617.8200077495 1188805.9707008556, 683602.9026258949 1188797.5375938283, 683615.045920083 1188773.1909348096, 683607.4470549861 1188768.603050675, 683610.133321775 1188751.4279395498, 683610.5151024783 1188741.6183467465, 683605.7369662779 1188731.2717073606, 683548.1435206571 1188695.9025338911, 683301.5086483632 1188565.488400836, 683256.2678955517 1188647.683839096, 683328.6940026766 1188705.0796911865, 683379.8487392126 1188739.7606590658, 683483.164570441 1188799.0512251377, 683512.5642748756 1188813.4703312088, 683555.7766271351 1188830.3100355368, 683596.6357606404 1188839.4159070798, 683604.2798928212 1188825.7191371666, 683611.4786481012 1188827.4619917374))"
way,421603560,Trung tâm Hành chính Quận Tân Phú,POINT (106.63716009925753 10.783712446790425),"POLYGON ((679105.6114790982 1192519.832943814, 679087.1458984048 1192506.3276809729, 679067.1006098832 1192491.6746520314, 679030.5614319188 1192464.9760079684, 679013.4054900516 1192476.5208883178, 678977.952111789 1192500.3788671233, 678974.1214471457 1192502.9467608905, 678952.0592097006 1192517.7838641773, 678924.0260421359 1192536.6154227518, 678920.5026710711 1192538.9858582797, 678925.6379723869 1192578.7902144634, 678927.4128505694 1192592.5269386335, 678928.4472505744 1192599.5232929634, 678932.6064211737 1192627.5641340395, 678940.3760139294 1192624.6743918892, 678977.8540497017 1192610.7603899622, 679063.4638340813 1192554.0859527963, 679092.7797870995 1192534.675107938, 679105.4896009371 1192526.2589883115, 679105.6114790982 1192519.832943814))"
way,428537185,UBND QUẬN BÌNH TÂN,POINT (106.61593851825427 10.737136779919483),"POLYGON ((676579.9083863421 1187391.7041365926, 676731.1609706208 1187423.39303851, 676779.2818347133 1187429.021816806, 676817.115957542 1187433.468311892, 676825.462880628 1187429.1208795353, 676828.0568096514 1187408.0295793863, 676793.7490103414 1187406.9421284655, 676795.5059463825 1187361.9651046277, 676812.8950947259 1187362.498998917, 676807.1380967087 1187331.9506265966, 676584.0158539121 1187348.9849297965, 676584.3894730788 1187361.1542982052, 676564.4263192496 1187363.3723245268, 676579.9083863421 1187391.7041365926))"
way,457452212,Co-op Mart Hòa Bình,POINT (106.62923324306304 10.770435133581648),"POLYGON ((678131.3225783311 1191148.088241553, 678159.2000612394 1191138.0599594987, 678148.259948509 1191099.5192538328, 678173.5192079952 1191094.410436629, 678160.4863047525 1191007.1995820352, 678114.089240202 1191015.6914770177, 678122.591496886 1191095.1905563504, 678123.3650805748 1191099.862570496, 678130.0297885976 1191140.272034713, 678131.3225783311 1191148.088241553))"
way,465303939,Công An Quận 1,POINT (106.69694774616417 10.766846746564864),"POLYGON ((685530.6294354076 1190780.0230523462, 685544.8065545305 1190757.944808132, 685509.772086102 1190736.3906686108, 685504.0754100805 1190732.1003698339, 685512.6508022427 1190718.2210661652, 685484.2797308292 1190700.1882886929, 685491.983417254 1190687.686877074, 685506.9704905064 1190661.5534318148, 685515.1884948921 1190649.0106217114, 685515.5367164493 1190649.3333394872, 685556.6342041442 1190676.1974853217, 685557.0420095747 1190675.635592534, 685575.1751316944 1190650.2385952352, 685604.5711435048 1190668.8523357138, 685587.7820773902 1190694.4779947046, 685590.1331622155 1190696.548497259, 685608.4121943366 1190708.021181715, 685571.6339881332 1190780.172575286, 685568.8175328409 1190785.112654455, 685565.7231363095 1190788.8897102058, 685562.7681319416 1190791.1963233615, 685559.3261517333 1190792.55999145, 685555.4304361148 1190792.9034663113, 685551.0384598734 1190792.0052775545, 685530.6294354076 1190780.0230523462))"
way,489086379,Chợ đầu mối Bình Điền,POINT (106.61029689847182 10.702909694005255),"POLYGON ((675976.6586562373 1183196.377714914, 675802.2895835021 1183820.2282618212, 675811.0195905901 1183834.8524542372, 675889.5223703554 1183859.7513369771, 675905.8556103937 1183878.496809184, 675957.3592635782 1183905.5889696428, 676245.6733727425 1183984.0476178413, 676420.8948541583 1183328.4568684546, 675976.6586562373 1183196.377714914))"
way,493174181,Đoàn bay 919,POINT (106.66774892442562 10.814059596331298),"POLYGON ((682222.5330979198 1195945.2802527244, 682397.2801079935 1196012.6820132278, 682398.2309148733 1195838.6988065613, 682258.5293597705 1195853.97504852, 682262.3565006146 1195904.1161660266, 682231.192080098 1195917.6402876414, 682222.5330979198 1195945.2802527244))"
way,502267311,Comeco,POINT (106.67009246759893 10.784219010349364),"POLYGON ((682594.3166132728 1192634.5860747038, 682586.2001967963 1192616.7657754277, 682614.735148377 1192602.6408961534, 682617.8883031645 1192616.0647836986, 682611.6785520107 1192625.6434518092, 682594.3166132728 1192634.5860747038))"
way,544325867,Saigon Innovation Hub,POINT (106.68770065000206 10.780082750068532),"POLYGON ((684530.5899157485 1192209.539465284, 684569.2661742704 1192173.3817076723, 684531.8273276894 1192133.8509537256, 684493.1510777907 1192170.0087545267, 684530.5899157485 1192209.539465284))"
way,605281194,UBND phường Tân Phú,POINT (106.80110210746068 10.859321899958514),"POLYGON ((696947.308715872 1201022.1622297724, 696949.2662929997 1201027.6608056556, 696916.9882283447 1201032.8680017453, 696859.7719462779 1201039.1775454658, 696835.28872466 1200987.4594150917, 696851.1170644322 1200964.3884115573, 696856.7168805602 1200966.047759768, 696947.308715872 1201022.1622297724))"
way,682415579,Công Ty Liên Thành,POINT (106.69592435586618 10.759178236646727),"POLYGON ((685397.5435742965 1189883.0416532625, 685421.518020937 1189857.5993831272, 685431.884745311 1189865.9640512222, 685472.7916053782 1189816.7109555823, 685490.6143655045 1189831.6764782409, 685425.4312365463 1189907.5426822377, 685397.5435742965 1189883.0416532625))"
way,683697196,Công an Quận 4,POINT (106.70552344107791 10.766829540070738),"POLYGON ((686536.9730041192 1190699.8563618844, 686532.9475564965 1190697.9534568535, 686531.1327094473 1190701.7375612191, 686511.5182342852 1190692.4581958032, 686513.2223511997 1190688.9168345195, 686500.0987759485 1190682.7045240134, 686496.498776937 1190681.0031032711, 686472.8950248593 1190669.2126666456, 686443.3170435171 1190734.5230127533, 686460.3678582275 1190742.5934054076, 686503.7245702811 1190762.3476104313, 686520.4469362152 1190727.2198342276, 686523.250651714 1190728.5296649202, 686536.9730041192 1190699.8563618844))"
way,725219783,Viện Sinh học Nhiệt đới,POINT (106.79675105348707 10.865536525751166),"POLYGON ((696198.8008483971 1201612.8370309712, 696377.6197593795 1201726.9627684979, 696351.9607540822 1201801.9912719978, 696380.0849593973 1201805.6532900003, 696425.2063152706 1201814.0731408373, 696467.3449079557 1201829.4779272182, 696497.1525445282 1201848.006851687, 696508.5408968797 1201739.916866457, 696514.5063489735 1201633.5537215685, 696459.6469028955 1201600.2521057383, 696451.7947612335 1201609.664037739, 696400.3492992022 1201618.4863066187, 696400.9514564155 1201583.2228656714, 696296.875318411 1201594.1900033355, 696198.8008483971 1201612.8370309712))"
way,754264534,UBND huyện Cần Giờ,POINT (106.9547494986934 10.411177638428185),"POLYGON ((714093.1773429712 1151557.2903638238, 714078.4719285432 1151608.278021963, 714026.2850907268 1151592.4787500517, 714020.5899678117 1151610.2552257592, 713904.1911123584 1151575.0979333583, 713935.2308666673 1151446.868796484, 714077.7373223114 1151489.4888378293, 714062.986943541 1151547.7668154552, 714093.1773429712 1151557.2903638238))"
way,754264569,Hội Chữ thập đỏ huyện Cần Giờ,POINT (106.96942320856267 10.411841671557305),"POLYGON ((715611.8433943044 1151659.0614860856, 715617.5469506367 1151647.115479713, 715621.0716219071 1151640.3667025636, 715614.7288476308 1151637.096825477, 715633.9151572068 1151600.3423974947, 715598.806163595 1151582.2239359117, 715568.7493701922 1151621.7319495867, 715611.8433943044 1151659.0614860856))"
way,754264570,Cty Cp May da 30-4 Chi nhánh Phú Thạnh,POINT (106.96976944116966 10.411957228414622),"POLYGON ((715645.4944831496 1151661.5164737196, 715668.2055029254 1151618.0132843065, 715633.9151572068 1151600.3423974947, 715614.7288476308 1151637.096825477, 715621.0716219071 1151640.3667025636, 715617.5469506367 1151647.115479713, 715645.4944831496 1151661.5164737196))"
way,754264580,EVN HCMC PC Duyen Hai,POINT (106.9699310512535 10.41133161811338),"POLYGON ((715679.1459431483 1151607.5380551324, 715690.7942604714 1151583.6143632608, 715706.0701835334 1151552.245557071, 715643.4356933091 1151515.236989762, 715609.3372617881 1151567.1217226957, 715612.3820665263 1151572.3846044966, 715679.1459431483 1151607.5380551324))"
way,754576805,Trung tâm Văn hoá Huyện Cần Giờ,POINT (106.95826413589569 10.407367993310098),"POLYGON ((714502.7123427293 1151123.3569564456, 714472.4538398165 1151176.1955759441, 714452.3924413754 1151209.4269617277, 714402.0771424319 1151222.1042115982, 714386.030689867 1151179.8324333676, 714314.7353778427 1151142.1868237336, 714305.8327953381 1151110.0266658193, 714298.7240376602 1151095.9768596978, 714264.7659216865 1151075.7761562697, 714288.0670828497 1151037.5309637194, 714287.8200134882 1151029.652494903, 714302.5178374229 1151004.7958889308, 714405.2582495514 1151063.500694114, 714408.0175759445 1151068.9165460556, 714431.7190342179 1151084.6841012968, 714437.2997834202 1151083.6897072212, 714502.7123427293 1151123.3569564456))"
way,801887649,Khuôn viên UBND TP. Hồ Chí Minh,POINT (106.70089932020434 10.77669302502573),"POLYGON ((686021.6214826582 1191895.3498200343, 686055.0841367017 1191864.861337519, 686055.9919112801 1191858.959381641, 686055.7075492418 1191856.9888024463, 686018.4439666697 1191813.6629523921, 686004.1102192239 1191796.9795995853, 685999.2960071424 1191791.3887842216, 686000.9553015381 1191789.9931508657, 685982.5672588132 1191768.740901154, 685980.7112818103 1191770.1022580129, 685932.9352718848 1191713.2338514014, 685931.8054920129 1191711.84485688, 685930.6283413012 1191711.108244943, 685928.945015678 1191710.9219128648, 685927.3682978343 1191711.2339530373, 685925.4174481763 1191711.9532027985, 685922.204801512 1191717.3335233643, 685902.0160565168 1191760.3845636959, 685939.3210086431 1191804.175074287, 685964.7458244859 1191834.5480980256, 685969.5626136891 1191839.6743277542, 685971.4737018087 1191838.2358443767, 686021.6214826582 1191895.3498200343))"
way,801887656,Sở Tài nguyên Môi trường,POINT (106.70050652738152 10.776967844897877),"POLYGON ((685926.654796438 1191865.387069053, 685907.0345629317 1191843.4643134077, 685910.991353625 1191839.9796894207, 685909.1435412938 1191837.900878663, 685907.9587735214 1191836.566888047, 685905.7196838163 1191834.0434342574, 685908.3575242455 1191831.7240385187, 685928.9104621578 1191813.696792029, 685927.9331292303 1191812.430322952, 685937.2695198006 1191805.2919882836, 685939.3210086431 1191804.175074287, 685964.7458244859 1191834.5480980256, 685962.824229412 1191835.9090909031, 685948.7144521588 1191845.8637967573, 685945.1238603666 1191848.399135976, 685946.112067059 1191849.6767280109, 685926.654796438 1191865.387069053))"
way,801887657,Sở Giao thông Vận Tải,POINT (106.70025952125727 10.776671180988942),"POLYGON ((685906.7167502763 1191837.6661728725, 685904.0019828536 1191840.0515123983, 685890.5347512836 1191824.8884893646, 685889.4171392431 1191823.2783276641, 685882.2763876149 1191815.1525322995, 685880.9695816735 1191812.1585978316, 685881.0607509607 1191809.5263988008, 685882.4071518113 1191805.3857012033, 685902.0160565168 1191760.3845636959, 685939.3210086431 1191804.175074287, 685937.2695198006 1191805.2919882836, 685927.9331292303 1191812.430322952, 685928.9104621578 1191813.696792029, 685908.3575242455 1191831.7240385187, 685905.7196838163 1191834.0434342574, 685907.9587735214 1191836.566888047, 685906.7167502763 1191837.6661728725))"
way,801902444,Viện Hàn lâm Khoa học và Công nghệ Việt Nam tại TP.HCM,POINT (106.7014046391786 10.78238704494462),"POLYGON ((686054.8638508685 1192461.555577966, 686037.2949010759 1192477.9953242866, 686033.6344983637 1192481.2935213605, 686000.2935458577 1192444.7038779305, 686012.1242050139 1192433.4976427015, 686010.6326267347 1192428.3345575226, 686001.1308114631 1192414.0894782178, 686035.2194160405 1192383.0625016394, 686054.8638508685 1192461.555577966))"
way,801950688,Sở Quy hoạch & Kiến trúc,POINT (106.69937719523674 10.777715108695531),"POLYGON ((685834.1553130391 1191922.9701974294, 685820.6313222453 1191908.1829871112, 685818.6307242521 1191909.9860196928, 685801.7474394038 1191891.5297932066, 685785.7534786357 1191905.976248732, 685802.7998353704 1191924.6103602974, 685799.4801118784 1191927.6118097077, 685812.841089945 1191942.2100566926, 685829.9891415746 1191926.7412724125, 685834.1553130391 1191922.9701974294))"
way,802069399,Liên đoàn Lao động Quận 1,POINT (106.69728387197105 10.777707494477472),"POLYGON ((685598.8090932345 1191912.550244497, 685584.5037364013 1191896.6415778564, 685564.005745852 1191914.6693030784, 685563.2572173175 1191917.5080305412, 685577.9699985009 1191932.921166064, 685591.4820327214 1191920.27500433, 685593.4822480215 1191918.538328742, 685592.7975703843 1191917.7491488112, 685598.8090932345 1191912.550244497))"
way,802069406,Bộ Khoa học & Công nghệ - Cục Công tác Phía Nam,POINT (106.69772555544174 10.778085580296885),"POLYGON ((685624.1618573752 1191981.605597373, 685604.0259648222 1191959.9567243203, 685624.5723645086 1191941.0885976057, 685634.378421714 1191932.0722957582, 685648.9367010522 1191947.727971426, 685653.0574090821 1191952.1534005082, 685647.6926965313 1191957.079336572, 685644.3727468546 1191960.1250445084, 685645.8295936935 1191961.703892193, 685633.1103452744 1191973.392053053, 685625.3491190055 1191980.5170625579, 685624.1618573752 1191981.605597373))"
way,802069407,Cục Thống Kê TP.HCM,POINT (106.69791897265243 10.778275964646637),"POLYGON ((685625.3491190055 1191980.5170625579, 685633.1103452744 1191973.392053053, 685645.8295936935 1191961.703892193, 685644.3727468546 1191960.1250445084, 685647.6926965313 1191957.079336572, 685653.0574090821 1191952.1534005082, 685669.025518119 1191969.9739496259, 685675.6566532628 1191977.300424031, 685646.9262498749 1192000.636355726, 685643.1477044038 1191999.5977261558, 685640.9963738776 1191998.9995264425, 685624.1618573752 1191981.605597373, 685625.3491190055 1191980.5170625579))"
way,802157425,Bảo tàng Mỹ thuật Thành phố Hồ Chí Minh,POINT (106.69924879007299 10.769666520052937),"POLYGON ((685809.4611651249 1190952.2062913373, 685860.5519860812 1190997.3782462098, 685861.9909015755 1191002.1980991804, 685860.7600094476 1191013.1203114905, 685806.306178082 1191099.1002550363, 685799.9962385654 1191098.9104084098, 685728.224014899 1191035.7038482816, 685768.6781309191 1190993.0304831297, 685776.0184749548 1190998.7347955247, 685809.4611651249 1190952.2062913373))"
way,802157430,Công ty CP Vận tải Đường sắt Sài Gòn,POINT (106.6995344055081 10.771451754158639),"POLYGON ((685878.1996671655 1191237.0189738797, 685877.8853077223 1191228.6213379523, 685877.3807331173 1191215.0789186421, 685877.067231306 1191206.5264227171, 685846.3151432385 1191207.7164653193, 685841.3152979205 1191207.9652824507, 685836.260950696 1191208.1806127408, 685795.1917594225 1191209.9108265485, 685789.0205722565 1191214.290261738, 685777.4456824926 1191242.4446833848, 685795.56187365 1191241.792920491, 685796.4256473627 1191239.8729603183, 685802.5737711937 1191239.6526275477, 685878.1996671655 1191237.0189738797))"
