param_name,param_value,instance,avg_runtime,std_runtime,avg_solution_quality,std_solution_quality,runtime_dvt,solution_quality_dvt
BASELINE,DEFAULT,RC208_co_25.txt,7.956906666666667,0.5146947699688946,199.59633333333335,0.5271207957701346,0.0,0.0
BASELINE,DEFAULT,R102_co_25.txt,8.4076,0.7415739365026258,199.292,0.0,0.0,0.0
BASELINE,DEFAULT,C208_co_25.txt,8.13733,0.44155240379823535,199.292,0.0,0.0,0.0
m,10,RC208_co_25.txt,2.7579933333333333,0.20533684675024436,199.90066666666667,0.5271207957701346,-65.33837270094911,0.15247441085256308
m,10,R102_co_25.txt,2.928176666666667,0.06631212885538629,199.59633333333335,0.5271207957701346,-65.1722647763135,0.1527072503328515
m,10,C208_co_25.txt,2.645563333333333,0.1756487222650178,199.59633333333335,0.5271207957701346,-67.48855787668273,0.1527072503328515
m,20,RC208_co_25.txt,5.088006666666667,0.21484318847320588,199.70133333333334,0.7089861305648654,-36.055468791892324,0.052606176800169886
m,20,R102_co_25.txt,5.452143333333334,0.14083802942860732,199.292,0.0,-35.15220356185673,0.0
m,20,C208_co_25.txt,5.72434,0.031989868708701796,199.292,0.0,-29.65333838003375,0.0
m,30,RC208_co_25.txt,7.956906666666667,0.5146947699688946,199.59633333333335,0.5271207957701346,0.0,0.0
m,30,R102_co_25.txt,8.4076,0.7415739365026258,199.292,0.0,0.0,0.0
m,30,C208_co_25.txt,8.13733,0.44155240379823535,199.292,0.0,0.0,0.0
m,40,RC208_co_25.txt,10.926373333333332,1.0726917805844012,199.292,0.0,37.31936028741486,-0.15247441085257735
m,40,R102_co_25.txt,11.4801,2.16206049175318,199.292,0.0,36.54431704648175,0.0
m,40,C208_co_25.txt,10.405033333333334,0.3024318986703175,199.292,0.0,27.86790425524506,0.0
I,5,RC208_co_25.txt,3.39848,0.24418440511220213,199.70133333333334,0.7089861305648654,-57.28892970132446,0.052606176800169886
I,5,R102_co_25.txt,4.108266666666667,0.648032107254983,199.292,0.0,-51.136273530297984,0.0
I,5,C208_co_25.txt,4.3681,0.2968209414781918,199.59633333333335,0.5271207957701346,-46.32023034582597,0.1527072503328515
I,10,RC208_co_25.txt,7.956906666666667,0.5146947699688946,199.59633333333335,0.5271207957701346,0.0,0.0
I,10,R102_co_25.txt,8.4076,0.7415739365026258,199.292,0.0,0.0,0.0
I,10,C208_co_25.txt,8.13733,0.44155240379823535,199.292,0.0,0.0,0.0
I,15,RC208_co_25.txt,12.587766666666667,0.6442986988449791,199.292,0.0,58.19924995978337,-0.15247441085257735
I,15,R102_co_25.txt,12.7114,0.9076971080707478,199.292,0.0,51.189400066606396,0.0
I,15,C208_co_25.txt,12.7189,1.5154117988190532,199.59633333333335,0.5271207957701346,56.30311170863169,0.1527072503328515
I,20,RC208_co_25.txt,16.313166666666667,1.2136847792294894,199.292,0.0,105.01895208858384,-0.15247441085257735
I,20,R102_co_25.txt,16.679633333333335,0.903223728282939,199.59633333333335,0.5271207957701346,98.3875699763706,0.1527072503328515
I,20,C208_co_25.txt,16.622833333333332,0.39804187384411344,199.292,0.0,104.27871713858639,0.0
alpha,0.75,RC208_co_25.txt,10.179656666666666,1.9442786858969912,199.292,0.0,27.93485072926162,-0.15247441085257735
alpha,0.75,R102_co_25.txt,9.81888,1.2641621134965249,199.292,0.0,16.78576526000285,0.0
alpha,0.75,C208_co_25.txt,9.248613333333333,0.5595240756512032,199.292,0.0,13.656608904067213,0.0
alpha,1.0,RC208_co_25.txt,8.454596666666667,0.26194400190371503,199.292,0.0,6.254817617566631,-0.15247441085257735
alpha,1.0,R102_co_25.txt,8.00325,0.3276848243358241,199.292,0.0,-4.809339169323003,0.0
alpha,1.0,C208_co_25.txt,9.250376666666668,0.38928067885952555,199.292,0.0,13.678278583597658,0.0
alpha,1.25,RC208_co_25.txt,7.956906666666667,0.5146947699688946,199.59633333333335,0.5271207957701346,0.0,0.0
alpha,1.25,R102_co_25.txt,8.4076,0.7415739365026258,199.292,0.0,0.0,0.0
alpha,1.25,C208_co_25.txt,8.13733,0.44155240379823535,199.292,0.0,0.0,0.0
alpha,1.5,RC208_co_25.txt,7.66034,0.1547330381657388,199.59633333333335,0.5271207957701346,-3.7271603035015337,0.0
alpha,1.5,R102_co_25.txt,7.72265,0.3862118326773537,199.748,0.7898151682514052,-8.14679575622057,0.22880998735523195
alpha,1.5,C208_co_25.txt,7.604583333333333,0.5135530786913206,199.59633333333335,0.5271207957701346,-6.546946807695732,0.1527072503328515
alpha,1.75,RC208_co_25.txt,7.495313333333333,0.2774292508610676,199.703,0.711872881910811,-5.801165612097171,0.05344119547953699
alpha,1.75,R102_co_25.txt,7.811323333333333,0.3872647936920335,199.59633333333335,0.5271207957701346,-7.092115070491784,0.1527072503328515
alpha,1.75,C208_co_25.txt,7.625963333333333,0.6567852162110024,199.292,0.0,-6.284207063823974,0.0
beta,0.75,RC208_co_25.txt,8.14299,0.27229108744136304,199.292,0.0,2.3386391361467,-0.15247441085257735
beta,0.75,R102_co_25.txt,7.88801,0.19560958591030275,199.59633333333335,0.5271207957701346,-6.1800038060802125,0.1527072503328515
beta,0.75,C208_co_25.txt,8.0097,0.4317831090952961,199.292,0.0,-1.5684505851427912,0.0
beta,1.0,RC208_co_25.txt,7.956906666666667,0.5146947699688946,199.59633333333335,0.5271207957701346,0.0,0.0
beta,1.0,R102_co_25.txt,8.4076,0.7415739365026258,199.292,0.0,0.0,0.0
beta,1.0,C208_co_25.txt,8.13733,0.44155240379823535,199.292,0.0,0.0,0.0
