thread_count,m,avg_runtime,std_runtime,avg_solution_quality,std_solution_quality,speedup,efficiency,instance
1,960,35.237433333333335,1.974447189299663,199.292,0.0,1.0,1.0,C101_co_25.txt
8,120,7.234683333333334,1.7004190338364644,199.292,0.0,4.870625528415204,0.6088281910519004,C101_co_25.txt
16,60,4.73685,0.4242936431293782,199.292,0.0,7.439001305368196,0.46493758158551224,C101_co_25.txt
32,30,5.04179,0.6077140662351004,199.292,0.0,6.989072002866707,0.2184085000895846,C101_co_25.txt
64,15,4.682953333333334,0.8447235914980319,199.292,0.0,7.524617655809795,0.11757215087202805,C101_co_25.txt
