param_name,param_value,avg_runtime_dvt,avg_solution_quality_dvt,num_instances
m,3,-62.80808242479488,0.0001276124436474624,5
m,5,-40.94043826788639,-0.02144876794292134,5
m,10,0.0,0.0,5
m,15,53.35764180205675,-0.03049488217051547,5
m,20,96.84411051248817,-0.061323256967401575,5
